bidntceno,bidntceord,bidprccorpbizrno,label
20240406556,000,7018602274,1
20240406556,000,4368602837,1
20240406556,000,5628702604,1
20240406556,000,4148802919,1
20240406556,000,5648800031,1
20240406556,000,3018635143,1
20240406556,000,5138156654,1
20240406556,000,2068648678,1
20240406556,000,1288663705,1
20240406556,000,6358802520,1
20240406556,000,1371094226,1
20240406556,000,2498603299,1
20240406556,000,1282461413,1
20240406556,000,1418111452,1
20240406556,000,1288655753,1
20240406556,000,1308609631,1
20240406556,000,1288636566,1
20240406556,000,1288618175,1
20240406556,000,8308102714,1
20240406556,000,1282584126,1
20240406556,000,1288610187,1
20240406556,000,5118118431,1
20240406556,000,4298603110,1
20240406556,000,2078155575,1
20240406556,000,1288139063,1
20240406556,000,2068621290,1
20240406556,000,5838600590,1
20240406556,000,2768802035,1
20240406556,000,1288619247,1
20240406556,000,6098169159,1
20240406556,000,6788800266,1
20240406556,000,1288151897,1
20240406556,000,1288177484,1
20240406556,000,1418118232,1
20240406556,000,1280245798,1
20240406556,000,8718701187,1
20240406556,000,1428129713,1
20240406556,000,4578701962,1
20240406556,000,1288187852,1
20240406556,000,7028802121,1
20240406557,000,4098171486,1
20240406557,000,4588802049,1
20240406557,000,3208601611,1
20240406557,000,3108701718,1
20240406557,000,4098646696,1
20240406557,000,2628800023,1
20240406557,000,7208101776,1
20240406557,000,1868101831,1
20240406557,000,2678601611,1
20240406557,000,4108658246,1
20240406557,000,4098163967,1
20240406557,000,4098124630,1
20240406557,000,6658800620,1
20240406557,000,4168133438,1
20240406557,000,4108176502,1
20240406557,000,4098190896,1
20240406557,000,4098144903,1
20240406557,000,4098601030,1
20240406557,000,8178102730,1
20240406557,000,4098173086,1
20240406557,000,4088142784,1
20240406557,000,2288104001,1
20240406557,000,4098162240,1
20240406557,000,4028148378,1
20240406557,000,5088121172,1
20240406557,000,1258631000,1
20240406557,000,4098171564,1
20240406557,000,4098155318,1
20240406557,000,4318101842,1
20240406557,000,1808601712,1
20240406557,000,4168140491,1
20240406557,000,4378802019,1
20240406557,000,4108645872,1
20240406557,000,2238107115,1
20240406557,000,4098135030,1
20240406557,000,1378600679,1
20240406557,000,4098196191,1
20240406557,000,4098134725,1
20240406557,000,4088147907,1
20240406557,000,3018180599,1
20240406557,000,4128124145,1
20240406557,000,5148146237,1
20240406557,000,4108181043,1
20240406557,000,4048112385,1
20240406557,000,4098192327,1
20240406557,000,2388800108,1
20240406557,000,1308802495,1
20240406557,000,3118118622,1
20240406557,000,3418600322,1
20240406557,000,1248801851,1
20240406557,000,4098157126,1
20240406557,000,4098177442,1
20240406557,000,5158121807,1
20240406557,000,4098184002,1
20240406557,000,7358102592,1
20240406557,000,4098606258,1
20240406557,000,8248601544,1
20240406557,000,2268802705,1
20240406557,000,4108146240,1
20240406557,000,4108115960,1
20240406557,000,4088139732,1
20240406557,000,3758102522,1
20240406557,000,4108692244,1
20240406557,000,5138111623,1
20240406557,000,4098198428,1
20240406557,000,5088105911,1
20240406557,000,4128132418,1
20240406557,000,4098614985,1
20240406557,000,3058136396,1
20240406557,000,4098189593,1
20240406557,000,8178801685,1
20240406557,000,4168135440,1
20240406557,000,3128188024,1
20240406557,000,4098116881,1
20240406557,000,4118163956,1
20240406557,000,4098176195,1
20240406558,000,2258121791,1
20240406558,000,4268700014,1
20240406558,000,5098700508,1
20240406558,000,2268131123,1
20240406558,000,2258110538,1
20240406558,000,6748602458,1
20240406559,000,4911101079,1
20240406563,000,6128124196,1
20240406563,000,6038148006,1
20240406563,000,6128147753,1
20240406563,000,6128124920,1
20240406563,000,6128123386,1
20240406563,000,3018150305,1
20240406563,000,6128146190,1
20240406563,000,6128124314,1
20240406563,000,6128132814,1
20240406563,000,6128133564,1
20240406563,000,6128143868,1
20240406563,000,6088151262,1
20240406563,000,7028601865,1
20240406563,000,4128148768,1
20240406563,000,7768600154,1
20240406563,000,6128134302,1
20240406563,000,3628801133,1
20240406563,000,7798703026,1
20240406563,000,6128132906,1
20240406563,000,1988801809,1
20240406563,000,6128144377,1
20240406563,000,1878801357,1
20240406563,000,7718602818,1
20240406563,000,5138159699,1
20240406563,000,6128102514,1
20240406563,000,6128130266,1
20240406563,000,8678100815,1
20240406563,000,5148171982,1
20240406563,000,1328133485,1
20240406563,000,6058172161,1
20240406563,000,6128103847,1
20240406563,000,2238114033,1
20240406563,000,6128135674,1
20240406563,000,2218119522,1
20240406563,000,6128118388,1
20240406563,000,2258117846,1
20240406563,000,6128113985,1
20240406563,000,1328195900,1
20240406563,000,2568800066,1
20240406563,000,6128139608,1
20240406563,000,6128113573,1
20240406563,000,6128105715,1
20240406563,000,8028802611,1
